City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Bandarbeyla,SO,9.4942,50.8122,80.87,83,5,18.52,clear sky
345,Chauk,MM,20.8833,94.8167,91.4,52,6,11.45,clear sky
346,Kismayo,SO,-0.3582,42.5454,79.09,83,90,10.74,light rain
347,Muli,MV,2.9167,73.5667,83.26,75,98,17.45,overcast clouds
348,Kaitangata,NZ,-46.2817,169.8464,53.08,71,67,5.01,broken clouds
349,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,73,0,6.91,clear sky
350,Saint Anthony,US,45.0205,-93.218,64.02,45,0,8.05,clear sky
351,Warwick,US,41.7001,-71.4162,70.66,86,100,1.01,overcast clouds
352,Fukue,JP,32.6881,128.8419,63.93,54,100,11.79,moderate rain
353,Puerto Carreno,CO,6.189,-67.4859,78.93,85,100,5.21,overcast clouds
354,Lagoa,PT,39.05,-27.9833,58.53,66,66,29.42,broken clouds
355,Erenhot,CN,43.6475,111.9767,63.23,14,12,17.6,few clouds
356,Ottumwa,US,41.02,-92.4113,73.94,54,0,8.05,clear sky
357,Mount Isa,AU,-20.7333,139.5,78.57,34,0,9.22,clear sky
358,Omsukchan,RU,62.5333,155.8,35.78,97,100,4.34,overcast clouds
359,College,US,64.8569,-147.8028,49.06,74,75,11.5,shower rain
360,Wadi Musa,JO,30.3222,35.4793,64.49,46,9,2.19,clear sky
361,Maceio,BR,-9.6658,-35.7353,72.84,94,75,4.61,broken clouds
362,Port Macquarie,AU,-31.4333,152.9167,73.33,83,76,6.49,broken clouds
363,Labuhan,ID,-6.8844,112.2051,85.5,74,100,3.51,overcast clouds
364,Kez,RU,57.8979,53.7152,47.62,81,100,6.11,overcast clouds
365,Luderitz,NA,-26.6481,15.1594,62.4,38,21,8.41,few clouds
366,Adrar,MR,20.5022,-10.0711,82.98,12,91,8.97,overcast clouds
367,La Ronge,CA,55.1001,-105.2842,37.31,88,100,9.28,overcast clouds
368,Tambopata,PE,-12.7333,-69.1833,79.12,71,100,1.43,overcast clouds
369,Baker City,US,44.7749,-117.8344,55.11,71,0,9.22,clear sky
370,Santa Marta,CO,11.2408,-74.199,84.88,79,75,8.99,broken clouds
371,Chokwe,MZ,-24.5333,32.9833,64.94,94,42,3.13,scattered clouds
372,Ginir,ET,7.1333,40.7,54.82,87,64,4.34,broken clouds
373,Paamiut,GL,61.994,-49.6678,27.66,71,66,15.1,broken clouds
374,Atbasar,KZ,51.8,68.3333,59.74,64,83,11.18,broken clouds
375,Ayagoz,KZ,47.9714,80.4392,63.07,65,100,16.84,overcast clouds
376,Prince Rupert,CA,54.3161,-130.3201,47.84,72,99,2.68,overcast clouds
377,Pisco,PE,-13.7,-76.2167,64.45,82,100,3.44,mist
378,Saint-Francois,FR,46.4154,3.9054,49.68,93,0,0.0,clear sky
379,Coxim,BR,-18.5067,-54.76,76.66,55,79,2.1,broken clouds
380,Nuevitas,CU,21.5453,-77.2644,74.71,89,91,7.67,overcast clouds
381,Tanete,ID,-3.9443,119.7848,87.37,68,69,7.25,broken clouds
382,Kahului,US,20.8947,-156.47,82.42,67,40,25.32,scattered clouds
383,Coihaique,CL,-45.5752,-72.0662,30.15,100,0,0.0,clear sky
384,Columbus,US,39.9612,-82.9988,66.61,92,100,6.91,light rain
385,Kieta,PG,-6.2167,155.6333,83.62,72,67,4.14,light rain
386,Chifeng,CN,42.2683,118.9636,65.3,17,59,15.26,broken clouds
387,Valparaiso,CL,-33.0393,-71.6273,54.48,81,0,3.44,clear sky
388,Ciudad Bolivar,VE,8.1222,-63.5497,82.18,55,95,14.0,overcast clouds
389,Constitucion,CL,-35.3333,-72.4167,51.31,56,0,5.79,clear sky
390,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,40,23.02,scattered clouds
391,Vao,NC,-22.6667,167.4833,73.71,70,33,15.32,scattered clouds
392,Labytnangi,RU,66.6572,66.4183,40.59,97,98,9.01,overcast clouds
393,Mwinilunga,ZM,-11.7358,24.4293,53.82,69,0,5.06,clear sky
394,Talara,PE,-4.5772,-81.2719,66.34,85,38,11.92,scattered clouds
395,Kidodi,TZ,-7.6036,37.0044,68.41,89,42,1.63,scattered clouds
396,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,26.46,few clouds
397,San Patricio,US,28.017,-97.5169,80.49,81,0,13.09,clear sky
398,Machaneng,BW,-23.1862,27.4886,60.46,46,2,6.96,clear sky
399,Imeni Poliny Osipenko,RU,52.4201,136.4853,44.6,57,100,19.39,overcast clouds
400,Kargil,IN,34.5667,76.1,51.73,29,28,2.37,scattered clouds
401,Auki,SB,-8.7676,160.7034,82.44,75,66,4.94,broken clouds
402,Bekhtery,UA,46.251,32.2927,54.97,83,22,8.21,few clouds
403,Nibbar,TN,36.2941,8.7666,65.12,43,57,3.96,broken clouds
404,Cap Malheureux,MU,-19.9842,57.6142,72.46,78,1,1.99,clear sky
405,Pangai,TO,-19.8,-174.35,76.28,55,100,11.61,overcast clouds
406,Aci Catena,IT,37.596,15.1402,62.56,61,0,6.91,clear sky
407,Kedrovyy,RU,56.1667,91.8167,68.41,29,93,5.03,overcast clouds
408,Hisua,IN,24.8333,85.4167,102.33,23,3,4.83,clear sky
409,Decatur,US,39.8403,-88.9548,74.95,68,0,9.22,clear sky
410,Ngunguru,NZ,-35.6167,174.5,68.81,68,78,9.31,broken clouds
411,Virginia Beach,US,36.8529,-75.978,68.02,93,93,6.85,overcast clouds
412,Fortuna,US,40.5982,-124.1573,59.94,92,100,5.75,overcast clouds
413,Siniscola,IT,40.5719,9.6922,51.35,69,99,3.27,overcast clouds
414,Salmo,CA,49.1999,-117.2689,44.89,99,99,2.89,overcast clouds
415,Ranong,TH,9.9658,98.6348,86.11,75,100,4.88,overcast clouds
416,Mount Gambier,AU,-37.8333,140.7667,60.71,82,75,18.41,broken clouds
417,Surin,TH,14.8818,103.4936,89.42,99,82,7.81,broken clouds
418,Mumford,GH,5.2618,-0.759,80.08,84,69,5.73,broken clouds
419,Lucea,JM,18.451,-78.1736,75.85,76,64,2.93,broken clouds
420,Tres Palos,MX,18.1833,-101.6167,75.92,77,91,3.49,overcast clouds
421,Hull,GB,53.7446,-0.3353,52.11,30,40,4.61,mist
422,Lagdo,CM,9.05,13.7333,77.52,62,56,2.24,broken clouds
423,Rio Gallegos,AR,-51.6226,-69.2181,42.3,80,4,9.89,clear sky
424,Ayaviri,PE,-14.8864,-70.5889,42.28,65,49,3.13,scattered clouds
425,Tahta,EG,26.7693,31.5021,72.64,36,93,18.95,overcast clouds
426,Loyga,RU,61.0784,44.6075,44.15,89,94,2.39,overcast clouds
427,Caravelas,BR,-17.7125,-39.2481,74.25,74,99,7.92,overcast clouds
428,Necochea,AR,-38.5473,-58.7368,46.4,81,6,12.24,clear sky
429,Oksovskiy,RU,62.6062,39.8984,45.82,96,100,5.97,overcast clouds
430,Isiro,CD,2.7739,27.616,65.73,99,82,1.19,broken clouds
431,Eucaliptus,BO,-17.5833,-67.5167,44.17,41,0,6.02,clear sky
432,Svetlogorsk,BY,52.6333,29.7333,45.39,96,100,10.45,overcast clouds
433,Matadi,CD,-5.8167,13.45,74.5,99,73,2.21,broken clouds
434,Bonavista,CA,48.6499,-53.1147,33.69,77,4,3.65,clear sky
435,Goragorskiy,RU,43.5031,45.0792,56.75,81,0,2.98,clear sky
436,Roslavl,RU,53.9528,32.8639,44.94,96,100,7.34,overcast clouds
437,Manali,IN,13.1667,80.2667,86.09,87,100,14.2,overcast clouds
438,Sungaipenuh,ID,-2.0833,101.3833,79.77,66,29,2.39,scattered clouds
439,Dharmanagar,IN,24.3667,92.1667,82.53,87,99,5.37,light rain
440,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,87,75,20.13,light rain
441,Natal,BR,-5.795,-35.2094,77.65,100,75,4.61,broken clouds
442,Kuusamo,FI,65.9667,29.1833,39.24,87,0,5.75,clear sky
443,Kruisfontein,ZA,-34.0033,24.7314,50.47,88,0,4.72,clear sky
444,Novaya Zaimka,RU,56.4857,66.9241,56.43,56,40,13.67,scattered clouds
445,Saurimo,AO,-9.6608,20.3916,62.08,56,0,5.95,clear sky
446,Champerico,GT,14.3,-91.9167,84.49,71,13,6.13,few clouds
447,Porto Belo,BR,-27.1578,-48.5531,71.55,85,100,11.23,overcast clouds
448,Bereda,ES,43.2686,-7.5406,57.58,99,100,2.62,overcast clouds
449,Vung Tau,VN,10.346,107.0843,86.67,73,98,8.88,overcast clouds
450,Washington,US,47.5001,-120.5015,57.18,65,80,2.62,broken clouds
451,Ibaiti,BR,-23.8486,-50.1878,57.45,99,100,3.58,moderate rain
452,Savannah Bight,HN,16.45,-85.85,81.19,67,0,10.71,clear sky
453,Atar,MR,20.5169,-13.0499,87.93,13,88,8.12,overcast clouds
454,Lev Tolstoy,RU,53.2134,39.446,46.42,89,95,5.66,overcast clouds
455,Ixtapa,MX,20.7,-105.2,78.22,78,20,0.0,few clouds
456,Weiser,US,44.251,-116.9693,66.4,71,100,4.0,overcast clouds
457,North Myrtle Beach,US,33.816,-78.68,71.69,89,0,6.91,clear sky
458,Khasan,RU,42.4308,130.6434,60.46,39,36,10.71,scattered clouds
459,Kudahuvadhoo,MV,2.6708,72.8944,83.32,75,91,15.73,overcast clouds
460,Tigil,RU,57.8,158.6667,57.92,52,57,21.45,broken clouds
461,Coquimbo,CL,-29.9533,-71.3436,57.4,86,9,0.92,clear sky
462,Ulladulla,AU,-35.35,150.4667,66.78,66,100,6.2,light rain
463,Gobo,JP,33.8833,135.15,67.75,48,91,13.78,light rain
464,Inongo,CD,-1.95,18.2667,70.65,97,100,2.44,overcast clouds
465,Saint-Pierre,RE,-21.3393,55.4781,69.48,64,0,8.05,clear sky
466,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,73,46,16.89,scattered clouds
467,Viloco,BO,-16.95,-67.55,41.14,85,14,0.43,few clouds
468,Portland,US,45.5234,-122.6762,66.24,64,75,5.75,broken clouds
469,Adwa,ET,14.1646,38.8955,65.61,25,0,5.41,clear sky
470,Saint-Joseph,RE,-21.3667,55.6167,68.38,80,26,9.4,light rain
471,Goure,NE,13.9835,10.2704,77.74,17,70,7.45,broken clouds
472,Kalispell,US,48.1958,-114.3129,49.32,69,100,9.22,overcast clouds
473,Niteroi,BR,-22.8833,-43.1036,69.46,83,20,6.91,few clouds
474,Stuttgart,DE,48.7823,9.177,52.54,85,0,1.14,clear sky
475,Miracema Do Tocantins,BR,-9.5618,-48.3967,76.5,75,96,1.21,light rain
476,Clovis,US,36.8252,-119.7029,84.09,32,20,9.22,haze
477,Tambo,PE,-14.8,-73.9167,34.47,48,3,1.5,clear sky
478,Kousseri,CM,12.0769,15.0306,86.56,34,95,4.12,overcast clouds
479,Sangar,RU,63.9242,127.4739,36.66,48,47,1.41,scattered clouds
480,Kahta,TR,37.7855,38.6237,60.17,67,0,6.91,clear sky
481,Sal Rei,CV,16.1833,-22.9167,71.89,87,100,17.31,overcast clouds
482,Santiago Del Estero,AR,-27.7951,-64.2615,63.05,63,70,3.47,broken clouds
483,Korla,CN,41.7597,86.1469,73.49,22,23,3.36,few clouds
484,Gilgit,PK,35.9221,74.3087,74.16,35,63,2.26,broken clouds
485,Antsirabe,MG,-19.85,47.0333,49.55,97,10,3.51,clear sky
486,Khorixas,NA,-20.3667,14.9667,65.34,27,0,7.07,clear sky
487,Loiza,PR,18.4313,-65.8802,80.6,77,40,6.91,scattered clouds
488,Muzhi,RU,65.3667,64.6667,47.71,79,95,9.6,overcast clouds
489,Pierre,US,44.3683,-100.351,59.86,46,0,4.61,clear sky
490,Kaseda,JP,31.4167,130.3167,65.3,61,100,11.01,light rain
491,Manokwari,ID,-0.8667,134.0833,83.46,72,80,5.14,light rain
492,Minatitlan,MX,17.9833,-94.5167,79.03,76,52,11.95,broken clouds
493,Gao,ML,16.6362,1.637,85.06,14,5,4.76,clear sky
494,Yar-Sale,RU,66.8333,70.8333,36.52,100,100,6.13,overcast clouds
495,Plettenberg Bay,ZA,-34.0527,23.3716,55.69,74,0,4.07,clear sky
496,Wuwei,CN,37.9281,102.6414,56.89,33,3,6.98,clear sky
497,Malanje,AO,-9.5402,16.341,61.48,79,4,2.37,clear sky
498,Lukaya,UG,-0.1489,31.8748,64.47,85,65,1.54,broken clouds
499,Rawson,AR,-43.3002,-65.1023,49.53,47,0,21.07,clear sky
500,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,55.02,91,0,4.54,clear sky
501,Hami,CN,42.8,93.45,74.05,7,45,12.21,scattered clouds
502,Juneau,US,58.3019,-134.4197,50.0,68,75,10.36,broken clouds
503,Jaciara,BR,-15.9653,-54.9683,72.73,61,26,2.55,scattered clouds
504,Klaksvik,FO,62.2266,-6.589,49.12,91,97,7.74,overcast clouds
505,Henties Bay,NA,-22.116,14.2845,58.86,73,0,4.76,clear sky
506,Kirksville,US,40.1948,-92.5833,66.15,83,0,5.75,clear sky
507,Yenagoa,NG,4.9247,6.2642,75.92,95,67,3.11,broken clouds
508,Kandrian,PG,-6.2167,149.55,87.46,62,99,6.08,overcast clouds
509,Esmeraldas,BR,-19.7625,-44.3139,65.26,71,55,4.7,broken clouds
510,Banka,IN,24.8833,86.9167,96.76,40,1,11.61,clear sky
511,Charlestown,AU,-32.95,151.6667,76.1,84,100,6.11,overcast clouds
512,Outlook,CA,51.5001,-107.0513,54.23,49,100,5.7,overcast clouds
513,Husavik,IS,66.0449,-17.3389,38.07,91,100,6.89,overcast clouds
514,Manaus,BR,-3.1019,-60.025,79.3,100,75,3.44,heavy intensity rain
515,Bin Qirdan,TN,33.1378,11.2197,71.91,29,14,5.21,few clouds
516,Osa,RU,57.2829,55.4567,49.51,84,100,7.07,overcast clouds
517,Malchin,DE,53.7333,12.7833,43.18,93,13,5.01,few clouds
518,Pankrushikha,RU,53.8319,80.3406,67.89,61,100,3.24,overcast clouds
519,Kajaani,FI,64.2273,27.7285,41.05,93,0,8.05,clear sky
520,Labuan,MY,5.2767,115.2417,82.94,74,98,3.18,overcast clouds
521,Ouallam,NE,14.3188,2.0866,93.38,29,100,13.87,overcast clouds
522,Broken Hill,AU,-31.95,141.4333,70.0,41,0,12.08,clear sky
523,Kirando,TZ,-7.4167,30.6,71.01,72,83,11.05,broken clouds
524,Cabedelo,BR,-6.9811,-34.8339,77.67,86,51,8.75,light rain
525,Coro,VE,11.4045,-69.6734,78.87,86,100,15.32,overcast clouds
526,Mahebourg,MU,-20.4081,57.7,72.25,79,36,11.07,scattered clouds
527,Awbari,LY,26.5921,12.7805,64.89,32,0,7.85,clear sky
528,Wanaka,NZ,-44.7,169.15,55.11,86,98,2.53,overcast clouds
529,Hobyo,SO,5.3505,48.5268,80.08,83,13,20.22,few clouds
530,Aginskoye,RU,51.1,114.53,60.94,28,11,10.67,few clouds
531,Waddan,LY,29.1614,16.139,63.63,42,0,7.78,clear sky
532,Shahr-E Kord,IR,32.3256,50.8644,52.03,37,0,1.45,clear sky
533,Ossora,RU,59.2353,163.0719,35.55,100,100,6.17,overcast clouds
534,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.93,71,99,7.47,overcast clouds
535,Salta,AR,-24.7859,-65.4117,57.58,86,100,1.99,overcast clouds
536,Shimoda,JP,34.6667,138.95,67.1,73,100,13.44,overcast clouds
537,Bonthe,SL,7.5264,-12.505,76.48,90,89,4.92,overcast clouds
538,Bossangoa,CF,6.4926,17.4552,70.23,89,100,0.92,light rain
539,Amapa,BR,1.0,-52.0,72.72,99,100,2.15,overcast clouds
540,Manoel Urbano,BR,-8.8389,-69.2597,74.23,93,69,1.23,broken clouds
541,Cap Estate,LC,14.0833,-60.95,78.42,73,67,17.92,broken clouds
542,Port Lincoln,AU,-34.7333,135.8667,65.75,59,24,26.02,few clouds
543,Camacha,PT,33.0833,-16.3333,63.82,77,40,5.75,scattered clouds
544,Eselnita,RO,44.6992,22.3622,57.31,78,100,4.5,overcast clouds
545,Lavrentiya,RU,65.5833,-171.0,32.29,99,100,3.15,snow
546,Brora,GB,58.0099,-3.8518,44.89,86,100,3.83,overcast clouds
547,Nalut,LY,30.3333,10.85,66.54,24,0,7.47,clear sky
548,Jutai,BR,-5.1833,-68.9,73.76,99,94,0.74,overcast clouds
549,Najran,SA,17.4924,44.1277,71.35,18,17,3.56,few clouds
550,Briancon,FR,44.9,6.65,56.3,90,93,2.62,overcast clouds
551,Sorsk,RU,54.0033,90.2467,72.54,25,18,6.35,few clouds
552,Doksy,CZ,50.5647,14.6555,52.92,92,4,4.05,clear sky
553,Biak,ID,-0.9131,122.8766,82.94,72,100,2.1,overcast clouds
554,Saint-Augustin,CA,51.226,-58.6502,43.47,78,91,8.93,overcast clouds
555,Tommot,RU,58.9564,126.2925,36.68,70,100,5.64,overcast clouds
556,Skowhegan,US,44.7651,-69.7192,70.36,84,68,5.39,broken clouds
557,San Cristobal,VE,7.7669,-72.225,71.78,93,98,2.66,overcast clouds
558,Mayumba,GA,-3.432,10.6554,76.68,93,100,4.52,overcast clouds
559,Jurado,CO,7.1053,-77.7641,78.21,89,100,0.76,light rain
560,Dunedin,NZ,-45.8742,170.5036,50.81,86,80,4.0,broken clouds
561,Tsiroanomandidy,MG,-18.7667,46.0333,63.52,71,90,2.86,overcast clouds
562,Harper,LR,4.375,-7.7169,77.61,87,93,2.06,overcast clouds
563,Moses Lake,US,47.1301,-119.2781,62.96,51,0,0.0,clear sky
564,Quibdo,CO,5.6947,-76.6611,74.68,98,100,2.24,heavy intensity rain
565,Luzhou,CN,28.8724,105.4405,56.62,96,100,7.36,overcast clouds
566,Kourou,GF,5.1552,-52.6478,82.11,93,98,6.93,overcast clouds
567,Yangambi,CD,0.8102,24.4336,68.79,99,72,1.28,broken clouds
568,Repino,RU,60.1722,29.8691,45.66,94,91,7.09,overcast clouds
569,Batticaloa,LK,7.7102,81.6924,80.11,77,100,5.61,overcast clouds
570,Chernyshevskiy,RU,63.0128,112.4714,49.95,75,50,3.69,scattered clouds
571,Ovsyanka,RU,55.9575,92.5519,72.23,30,100,4.36,overcast clouds
572,Ahipara,NZ,-35.1667,173.1667,66.96,73,49,11.27,scattered clouds
573,Kushima,JP,31.4583,131.2333,67.32,70,100,1.66,light rain
574,Soe,ID,-9.8607,124.284,80.76,58,75,4.23,broken clouds
575,Gorontalo,ID,0.5412,123.0595,85.19,71,100,1.68,overcast clouds
576,Karpogory,RU,64.0019,44.4451,49.08,90,80,5.48,broken clouds
577,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.75,98,92,1.61,overcast clouds
578,Claveria,PH,18.6074,121.0832,86.61,67,53,3.67,broken clouds
579,Lloydminster,CA,53.2835,-110.0016,49.21,75,100,10.09,overcast clouds
580,Alice Springs,AU,-23.7,133.8833,72.95,46,100,8.05,overcast clouds
581,Tingo Maria,PE,-9.2895,-76.0088,70.83,94,50,1.7,scattered clouds
582,Lishui,CN,28.4604,119.9103,54.07,94,100,2.77,overcast clouds
583,Mapiri,BO,-15.25,-68.1667,69.42,97,93,0.36,overcast clouds
584,Maraa,BR,-1.8333,-65.3667,74.16,99,100,2.42,overcast clouds
585,Srandakan,ID,-7.9386,110.2506,85.96,70,100,2.64,overcast clouds
586,Ewa Beach,US,21.3156,-158.0072,84.15,50,0,15.01,clear sky
587,Rio Grande,BR,-32.035,-52.0986,58.95,93,73,6.96,broken clouds
588,Hervey Bay,AU,-25.2986,152.8535,75.22,78,0,2.04,clear sky
589,Upata,VE,8.0086,-62.3989,77.2,82,75,7.9,broken clouds
590,Mbanza-Ngungu,CD,-5.25,14.8667,67.69,97,78,2.35,broken clouds
591,Cascais,PT,38.6979,-9.4215,65.52,74,100,15.01,overcast clouds
592,Sakakah,SA,29.9697,40.2064,74.32,17,0,7.18,clear sky
593,Ler,SS,8.3018,30.1418,78.17,64,9,3.11,light rain
594,Qasigiannguit,GL,68.8193,-51.1922,5.63,90,19,6.87,few clouds
595,Kiunga,PG,-6.1219,141.2906,85.03,75,70,0.69,broken clouds
596,Crestview,US,30.7621,-86.5705,77.25,81,0,1.99,clear sky
597,Chiredzi,ZW,-21.05,31.6667,60.08,77,0,3.0,clear sky
598,Kapit,MY,2.0167,112.9333,91.51,50,59,1.52,broken clouds
599,Eydhafushi,MV,5.1033,73.0708,83.91,75,100,20.51,light rain
600,Port Blair,IN,11.6667,92.75,84.06,76,98,16.02,overcast clouds
601,Lincoln,US,40.8,-96.667,68.0,65,75,13.8,broken clouds
602,Kashi,CN,39.4547,75.9797,66.51,46,100,4.81,overcast clouds
603,Cockburn Town,TC,21.4612,-71.1419,79.2,85,100,22.17,overcast clouds
604,Bheramara,BD,24.0232,88.9925,90.28,63,60,19.75,broken clouds
605,Sambava,MG,-14.2667,50.1667,71.65,80,12,12.08,few clouds
606,Biskupiec,PL,53.8647,20.9569,44.42,90,20,10.98,few clouds
607,Tabou,CI,4.423,-7.3528,77.59,89,83,3.98,light rain
608,Kachiry,KZ,53.0675,76.1036,66.61,51,53,15.5,broken clouds
609,Ust-Ilimsk,RU,58.0006,102.6619,73.69,19,5,1.03,clear sky
610,Alekseyevskoye,RU,55.3071,50.1135,48.56,87,5,10.42,clear sky
611,Samarai,PG,-10.6167,150.6667,84.18,70,7,1.7,clear sky
612,Beyneu,KZ,45.3167,55.2,65.19,46,82,8.79,broken clouds
613,Darayya,SY,33.459,36.2374,68.76,37,66,11.92,broken clouds
614,Xining,CN,36.6167,101.7667,47.19,53,83,3.44,broken clouds
615,Xingyi,CN,24.1877,102.817,58.46,91,100,4.76,overcast clouds
616,Balikpapan,ID,-1.2675,116.8289,85.19,79,20,3.44,moderate rain
617,Magdagachi,RU,53.45,125.8,51.06,23,27,13.33,scattered clouds
618,Ambovombe,MG,-25.1667,46.0833,64.54,87,0,4.27,clear sky
619,Carlsbad,US,33.1581,-117.3506,81.5,53,0,4.61,clear sky
620,Coahuayana,MX,18.7333,-103.6833,76.08,80,95,0.89,overcast clouds
621,Kirya,TZ,-3.9167,37.4833,66.99,89,74,5.88,broken clouds
622,Malabo,GQ,3.75,8.7833,80.73,85,100,0.49,light rain
623,Gizo,SB,-8.103,156.8419,83.19,72,50,1.32,scattered clouds
624,Marawi,PH,7.9986,124.2928,81.34,67,83,1.16,broken clouds
625,Salalah,OM,17.0151,54.0924,80.69,69,2,3.44,clear sky
626,Mayo,US,38.8876,-76.5119,67.35,95,100,3.44,mist
627,San Quintin,MX,30.4833,-115.95,63.45,74,0,6.2,clear sky
628,Banda Aceh,ID,5.5577,95.3222,85.46,72,55,9.64,broken clouds
629,Khani,GE,41.9563,42.9566,44.17,65,1,5.59,clear sky
630,Yeniseysk,RU,58.4497,92.1703,72.0,34,96,1.57,overcast clouds
631,Sungairaya,ID,0.7,108.9,88.41,62,19,5.37,few clouds
632,Pandan,PH,14.0453,124.1694,88.83,62,68,7.43,broken clouds
633,Bac Lieu,VN,9.285,105.7244,88.86,65,80,7.78,broken clouds
634,Sobolevo,RU,54.4299,31.8996,44.64,97,100,9.01,overcast clouds
635,Nishihara,JP,26.1842,127.7558,71.65,97,100,32.21,mist
636,Namibe,AO,-15.1961,12.1522,70.97,65,0,3.49,clear sky
637,Dawei,MM,14.0833,98.2,87.94,67,54,3.87,broken clouds
638,Port Keats,AU,-14.25,129.55,90.5,45,0,6.42,clear sky
639,Mogadishu,SO,2.0371,45.3438,80.29,82,88,14.03,overcast clouds
640,Kovdor,RU,67.5662,30.4758,43.09,83,24,2.93,few clouds
641,Fethiye,TR,36.6217,29.1164,58.87,56,23,5.08,few clouds
642,Kirakira,SB,-10.4544,161.9205,82.71,77,82,2.28,broken clouds
643,Port Augusta,AU,-32.5,137.7667,70.86,29,0,13.89,clear sky
644,Horni Slavkov,CZ,50.1386,12.8076,47.61,83,9,1.01,clear sky
645,Tiruchchendur,IN,8.4833,78.1167,86.29,79,100,15.64,overcast clouds
646,Ardabil,IR,38.2498,48.2933,55.72,52,59,3.98,broken clouds
647,Egvekinot,RU,66.3167,-179.1667,32.16,100,100,4.83,overcast clouds
648,Buala,SB,-8.145,159.5921,83.68,71,93,0.94,overcast clouds
649,Rajanpur,PK,29.1035,70.325,98.04,11,0,16.42,clear sky
650,Arawa,PG,-6.2132,155.5367,84.87,70,71,3.56,light rain
651,Ternate,ID,0.8,127.4,80.92,82,89,12.15,light rain
652,Batagay,RU,67.6333,134.6333,27.12,59,100,2.42,overcast clouds
653,Quatre Cocos,MU,-20.2078,57.7625,72.09,80,5,11.7,clear sky
654,Khabary,RU,53.6259,79.5345,67.93,53,100,7.58,overcast clouds
655,Touros,BR,-5.1989,-35.4608,77.07,90,55,9.78,broken clouds
656,Sibolga,ID,1.7427,98.7792,86.0,64,79,3.24,broken clouds
657,Peniche,PT,39.3558,-9.3811,63.28,89,100,13.13,overcast clouds
658,Kupang,ID,-10.1667,123.5833,86.54,63,14,2.3,few clouds
659,Mata,PT,40.683,-7.4592,59.59,86,68,6.87,broken clouds
660,Yuty,PY,-26.6,-56.25,61.7,98,100,2.39,overcast clouds
661,Denpasar,ID,-8.65,115.2167,85.71,79,20,11.5,few clouds
662,Riyadh,SA,24.6877,46.7219,69.94,14,0,12.57,clear sky
663,Benguela,AO,-12.5763,13.4055,72.63,85,0,2.55,clear sky
664,Talnakh,RU,69.4865,88.3972,36.45,100,100,6.69,overcast clouds
665,Vanavara,RU,60.34,102.2797,68.16,29,43,2.48,scattered clouds
666,Araouane,ML,18.9048,-3.5265,77.36,9,37,12.08,scattered clouds
667,Baculin,PH,7.4525,126.5842,80.13,88,100,8.01,light rain
668,San Pedro,PH,14.35,121.0167,91.31,65,40,4.61,scattered clouds
669,Waingapu,ID,-9.6567,120.2641,85.28,64,7,7.16,clear sky
670,Kamenka,RU,51.3223,42.7678,49.66,98,100,4.9,moderate rain
671,Praxedis Guerrero,MX,31.3667,-106.0167,85.46,5,0,4.61,clear sky
672,Cayenne,GF,4.9333,-52.3333,82.09,1,75,4.0,broken clouds
673,Marang,MY,5.2056,103.2059,86.52,69,68,5.32,light rain
674,Lac Du Bonnet,CA,50.2536,-96.0612,44.28,79,100,9.37,overcast clouds
675,Kankon,IN,15.0167,74.0167,85.57,69,96,11.18,overcast clouds
676,Chukhloma,RU,58.7525,42.6825,41.83,96,72,7.36,broken clouds
677,Horsham,GB,51.064,-0.3272,57.63,82,0,3.44,light rain
678,Victor Harbor,AU,-35.5667,138.6167,66.0,71,6,5.99,clear sky
679,Motygino,RU,58.1831,94.7592,70.45,34,70,3.69,broken clouds
680,Belmonte,BR,-15.8631,-38.8828,74.61,86,100,9.91,overcast clouds
681,Bunia,CD,1.5667,30.25,62.76,93,100,1.23,overcast clouds
682,Council Bluffs,US,41.2619,-95.8608,71.58,54,100,12.66,thunderstorm
683,Malakal,SS,9.5334,31.6605,84.76,53,66,5.73,broken clouds
684,Calmar,CA,53.2668,-113.8187,55.56,51,6,1.81,clear sky
685,Grindavik,IS,63.8424,-22.4338,46.87,100,100,16.11,light intensity drizzle
686,Fort Nelson,CA,58.8053,-122.7002,42.78,90,100,1.92,overcast clouds
687,Birjand,IR,32.8663,59.2211,53.26,45,0,11.48,clear sky
688,Batman,TR,37.8874,41.1322,55.2,88,75,4.61,broken clouds
689,Alcudia,ES,39.8532,3.1214,64.38,64,3,4.61,clear sky
690,Etchojoa,MX,26.9167,-109.6333,83.26,36,87,5.64,overcast clouds
691,Diamantino,BR,-14.4086,-56.4461,74.59,60,34,2.98,scattered clouds
692,Suntar,RU,62.1444,117.6319,41.31,82,100,2.73,overcast clouds
693,Tromso,NO,69.6496,18.957,41.02,93,100,6.91,light intensity drizzle
694,Rochegda,RU,62.8,43.25,46.65,95,100,2.68,light rain
695,Weligama,LK,5.9667,80.4167,80.47,85,100,13.94,overcast clouds
